FILE_VERSION	2.0.0
NO_OF_FRAMES	6129
NO_OF_CAMERAS	19
NO_OF_MARKERS	5
FREQUENCY	100
DESCRIPTION	--
TIME_STAMP	2024-10-29, 10:57:32.417	441368.71789840
DATA_INCLUDED	3D
MARKER_NAMES	RWristOut	RWristIn	RElbowOut	RElbowIn	Chest
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured
Frame	Time	RWristOut X	RWristOut Y	RWristOut Z	RWristIn X	RWristIn Y	RWristIn Z	RElbowOut X	RElbowOut Y	RElbowOut Z	RElbowIn X	RElbowIn Y	RElbowIn Z	Chest X	Chest Y	Chest Z	
152	1.51000	-936.502	1276.620	-1004.804	-927.146	1264.118	-915.766	-733.130	1273.217	-1031.844	-737.023	1215.750	-954.144	-318.483	1299.759	-890.640
153	1.52000	-936.497	1276.768	-1004.777	-927.170	1264.235	-915.733	-733.130	1273.327	-1031.827	-737.034	1215.820	-954.123	-318.481	1299.779	-890.627
154	1.53000	-936.484	1276.898	-1004.767	-927.182	1264.340	-915.711	-733.117	1273.394	-1031.798	-737.044	1215.900	-954.093	-318.444	1299.791	-890.628
155	1.54000	-936.477	1277.012	-1004.724	-927.179	1264.472	-915.681	-733.121	1273.464	-1031.750	-737.045	1215.974	-954.035	-318.413	1299.806	-890.616
156	1.55000	-936.468	1277.104	-1004.707	-927.186	1264.605	-915.643	-733.107	1273.527	-1031.708	-737.053	1216.052	-954.014	-318.412	1299.815	-890.618
157	1.56000	-936.485	1277.194	-1004.672	-927.165	1264.717	-915.621	-733.111	1273.577	-1031.688	-737.034	1216.121	-953.988	-318.400	1299.838	-890.600
158	1.57000	-936.471	1277.292	-1004.619	-927.132	1264.832	-915.584	-733.094	1273.653	-1031.672	-737.031	1216.199	-953.941	-318.401	1299.835	-890.578
159	1.58000	-936.457	1277.431	-1004.566	-927.135	1264.956	-915.529	-733.089	1273.727	-1031.641	-737.042	1216.290	-953.911	-318.370	1299.846	-890.551
160	1.59000	-936.441	1277.572	-1004.498	-927.119	1265.086	-915.468	-733.074	1273.821	-1031.599	-737.006	1216.350	-953.915	-318.371	1299.848	-890.517
161	1.60000	-936.424	1277.735	-1004.444	-927.086	1265.207	-915.427	-733.047	1273.927	-1031.578	-737.017	1216.425	-953.852	-318.358	1299.846	-890.493
162	1.61000	-936.399	1277.861	-1004.384	-927.059	1265.313	-915.344	-733.057	1274.027	-1031.530	-737.000	1216.474	-953.837	-318.338	1299.841	-890.438
163	1.62000	-936.394	1277.980	-1004.327	-927.040	1265.411	-915.282	-733.030	1274.089	-1031.489	-736.982	1216.556	-953.793	-318.301	1299.848	-890.399
164	1.63000	-936.390	1278.075	-1004.254	-927.008	1265.499	-915.232	-733.023	1274.149	-1031.432	-736.972	1216.576	-953.773	-318.289	1299.836	-890.345
165	1.64000	-936.364	1278.179	-1004.208	-926.977	1265.578	-915.166	-733.007	1274.226	-1031.391	-736.968	1216.643	-953.719	-318.275	1299.829	-890.297
166	1.65000	-936.350	1278.292	-1004.128	-926.942	1265.655	-915.106	-732.977	1274.291	-1031.327	-736.949	1216.696	-953.667	-318.236	1299.823	-890.250
167	1.66000	-936.325	1278.391	-1004.071	-926.936	1265.720	-915.050	-732.978	1274.370	-1031.271	-736.957	1216.750	-953.650	-318.222	1299.823	-890.193
168	1.67000	-936.293	1278.494	-1004.008	-926.913	1265.773	-914.984	-732.951	1274.462	-1031.233	-736.931	1216.801	-953.595	-318.202	1299.804	-890.131
169	1.68000	-936.260	1278.607	-1003.953	-926.863	1265.853	-914.926	-732.917	1274.517	-1031.157	-736.923	1216.875	-953.580	-318.175	1299.797	-890.072
170	1.69000	-936.230	1278.678	-1003.877	-926.850	1265.914	-914.852	-732.892	1274.591	-1031.119	-736.912	1216.922	-953.525	-318.149	1299.778	-890.009
171	1.70000	-936.195	1278.748	-1003.797	-926.835	1265.986	-914.806	-732.840	1274.633	-1031.065	-736.885	1216.971	-953.477	-318.137	1299.759	-889.958
172	1.71000	-936.149	1278.795	-1003.744	-926.781	1266.040	-914.729	-732.817	1274.675	-1030.992	-736.853	1216.997	-953.411	-318.106	1299.735	-889.899
173	1.72000	-936.125	1278.805	-1003.673	-926.751	1266.087	-914.682	-732.789	1274.692	-1030.950	-736.813	1217.041	-953.327	-318.081	1299.714	-889.848
174	1.73000	-936.084	1278.834	-1003.606	-926.697	1266.133	-914.593	-732.748	1274.704	-1030.888	-736.776	1217.071	-953.281	-318.052	1299.687	-889.782
175	1.74000	-936.042	1278.872	-1003.538	-926.650	1266.155	-914.526	-732.717	1274.726	-1030.830	-736.755	1217.097	-953.212	-318.024	1299.665	-889.745
176	1.75000	-935.999	1278.910	-1003.461	-926.612	1266.168	-914.470	-732.662	1274.749	-1030.787	-736.715	1217.123	-953.187	-317.978	1299.637	-889.694
177	1.76000	-935.957	1278.936	-1003.384	-926.560	1266.185	-914.389	-732.632	1274.761	-1030.735	-736.681	1217.115	-953.133	-317.957	1299.614	-889.633
178	1.77000	-935.928	1278.951	-1003.311	-926.527	1266.210	-914.313	-732.585	1274.785	-1030.665	-736.651	1217.139	-953.071	-317.926	1299.577	-889.587
179	1.78000	-935.879	1278.969	-1003.244	-926.469	1266.213	-914.241	-732.532	1274.775	-1030.606	-736.594	1217.142	-953.018	-317.915	1299.555	-889.531
180	1.79000	-935.827	1278.969	-1003.184	-926.408	1266.204	-914.181	-732.505	1274.803	-1030.551	-736.547	1217.150	-952.974	-317.897	1299.524	-889.484
181	1.80000	-935.786	1278.953	-1003.133	-926.359	1266.205	-914.122	-732.479	1274.810	-1030.483	-736.506	1217.171	-952.912	-317.877	1299.515	-889.421
182	1.81000	-935.754	1278.945	-1003.062	-926.320	1266.190	-914.061	-732.428	1274.817	-1030.430	-736.473	1217.176	-952.860	-317.848	1299.475	-889.378
183	1.82000	-935.726	1278.955	-1003.002	-926.289	1266.180	-914.015	-732.389	1274.817	-1030.390	-736.422	1217.161	-952.846	-317.839	1299.457	-889.331
184	1.83000	-935.692	1278.977	-1002.951	-926.276	1266.181	-913.966	-732.372	1274.842	-1030.361	-736.407	1217.173	-952.796	-317.812	1299.423	-889.285
185	1.84000	-935.674	1278.982	-1002.901	-926.243	1266.153	-913.927	-732.364	1274.854	-1030.324	-736.380	1217.167	-952.796	-317.788	1299.387	-889.234
186	1.85000	-935.653	1279.019	-1002.870	-926.220	1266.149	-913.885	-732.343	1274.871	-1030.291	-736.349	1217.166	-952.769	-317.789	1299.375	-889.193
187	1.86000	-935.638	1279.028	-1002.849	-926.175	1266.153	-913.875	-732.318	1274.893	-1030.265	-736.326	1217.210	-952.741	-317.787	1299.331	-889.153
188	1.87000	-935.611	1279.075	-1002.841	-926.184	1266.188	-913.833	-732.296	1274.915	-1030.235	-736.320	1217.220	-952.726	-317.777	1299.320	-889.101
189	1.88000	-935.605	1279.133	-1002.833	-926.160	1266.236	-913.854	-732.287	1274.930	-1030.217	-736.314	1217.248	-952.691	-317.756	1299.283	-889.053
190	1.89000	-935.596	1279.183	-1002.845	-926.172	1266.283	-913.849	-732.289	1275.004	-1030.193	-736.324	1217.276	-952.691	-317.748	1299.263	-889.022
191	1.90000	-935.604	1279.273	-1002.846	-926.213	1266.355	-913.847	-732.280	1275.054	-1030.171	-736.347	1217.320	-952.688	-317.758	1299.249	-888.972
192	1.91000	-935.608	1279.347	-1002.862	-926.220	1266.409	-913.882	-732.283	1275.107	-1030.161	-736.339	1217.355	-952.681	-317.751	1299.235	-888.914
193	1.92000	-935.596	1279.445	-1002.881	-926.245	1266.530	-913.901	-732.284	1275.174	-1030.137	-736.383	1217.427	-952.667	-317.739	1299.216	-888.854
194	1.93000	-935.595	1279.557	-1002.923	-926.285	1266.631	-913.913	-732.282	1275.249	-1030.128	-736.406	1217.472	-952.698	-317.737	1299.189	-888.779
195	1.94000	-935.620	1279.689	-1002.927	-926.283	1266.758	-913.943	-732.287	1275.352	-1030.124	-736.446	1217.541	-952.678	-317.741	1299.171	-888.710
196	1.95000	-935.627	1279.882	-1002.959	-926.344	1266.930	-913.964	-732.306	1275.446	-1030.109	-736.480	1217.631	-952.692	-317.758	1299.139	-888.645
197	1.96000	-935.670	1280.096	-1002.981	-926.384	1267.097	-914.001	-732.305	1275.591	-1030.091	-736.539	1217.748	-952.697	-317.746	1299.101	-888.568
198	1.97000	-935.686	1280.296	-1003.024	-926.439	1267.269	-914.045	-732.348	1275.712	-1030.066	-736.601	1217.857	-952.673	-317.766	1299.084	-888.503
199	1.98000	-935.705	1280.549	-1003.068	-926.485	1267.496	-914.083	-732.355	1275.878	-1030.046	-736.698	1218.010	-952.652	-317.764	1299.042	-888.416
200	1.99000	-935.718	1280.790	-1003.116	-926.544	1267.740	-914.124	-732.380	1276.041	-1030.036	-736.763	1218.168	-952.636	-317.775	1299.012	-888.335
201	2.00000	-935.757	1281.095	-1003.138	-926.621	1268.001	-914.165	-732.412	1276.264	-1030.020	-736.851	1218.361	-952.630	-317.781	1298.977	-888.246
202	2.01000	-935.811	1281.407	-1003.167	-926.680	1268.279	-914.200	-732.447	1276.482	-1029.999	-736.935	1218.569	-952.605	-317.793	1298.952	-888.162
203	2.02000	-935.834	1281.747	-1003.195	-926.768	1268.647	-914.223	-732.467	1276.693	-1029.947	-737.031	1218.830	-952.530	-317.816	1298.924	-888.088
204	2.03000	-935.862	1282.062	-1003.205	-926.810	1269.017	-914.245	-732.521	1276.891	-1029.911	-737.118	1219.067	-952.487	-317.846	1298.873	-888.004
205	2.04000	-935.905	1282.388	-1003.231	-926.877	1269.383	-914.228	-732.572	1277.060	-1029.867	-737.188	1219.271	-952.433	-317.872	1298.848	-887.948
206	2.05000	-935.953	1282.692	-1003.216	-926.963	1269.769	-914.194	-732.627	1277.246	-1029.813	-737.283	1219.502	-952.345	-317.874	1298.826	-887.883
207	2.06000	-936.002	1282.999	-1003.192	-927.015	1270.134	-914.183	-732.665	1277.424	-1029.789	-737.353	1219.705	-952.276	-317.918	1298.806	-887.820
208	2.07000	-936.043	1283.348	-1003.132	-927.092	1270.441	-914.123	-732.699	1277.605	-1029.731	-737.433	1219.893	-952.250	-317.945	1298.792	-887.742
209	2.08000	-936.060	1283.680	-1003.065	-927.116	1270.725	-914.050	-732.734	1277.787	-1029.684	-737.516	1220.038	-952.244	-317.969	1298.770	-887.679
210	2.09000	-936.118	1283.996	-1002.973	-927.145	1270.931	-913.966	-732.784	1277.916	-1029.632	-737.580	1220.148	-952.213	-317.975	1298.751	-887.637
211	2.10000	-936.154	1284.257	-1002.849	-927.157	1271.121	-913.881	-732.824	1278.004	-1029.584	-737.655	1220.188	-952.209	-317.998	1298.737	-887.584
212	2.11000	-936.200	1284.383	-1002.748	-927.186	1271.251	-913.764	-732.877	1278.037	-1029.506	-737.717	1220.170	-952.182	-318.028	1298.709	-887.536
213	2.12000	-936.252	1284.408	-1002.622	-927.215	1271.338	-913.626	-732.918	1277.988	-1029.458	-737.779	1220.090	-952.125	-318.046	1298.681	-887.482
214	2.13000	-936.281	1284.305	-1002.511	-927.241	1271.336	-913.520	-732.968	1277.848	-1029.426	-737.832	1219.949	-952.069	-318.078	1298.665	-887.449
215	2.14000	-936.352	1284.087	-1002.365	-927.239	1271.197	-913.367	-733.023	1277.601	-1029.374	-737.854	1219.716	-952.002	-318.130	1298.656	-887.393
216	2.15000	-936.382	1283.725	-1002.215	-927.222	1270.957	-913.183	-733.072	1277.297	-1029.323	-737.872	1219.450	-951.927	-318.217	1298.626	-887.345
217	2.16000	-936.448	1283.275	-1002.027	-927.209	1270.560	-913.006	-733.113	1276.918	-1029.254	-737.846	1219.119	-951.861	-318.285	1298.592	-887.275
218	2.17000	-936.497	1282.692	-1001.848	-927.171	1269.997	-912.819	-733.141	1276.436	-1029.192	-737.825	1218.651	-951.793	-318.346	1298.559	-887.204
219	2.18000	-936.510	1281.879	-1001.654	-927.132	1269.294	-912.646	-733.183	1275.875	-1029.093	-737.742	1218.035	-951.707	-318.424	1298.487	-887.143
220	2.19000	-936.557	1280.936	-1001.488	-927.086	1268.449	-912.437	-733.202	1275.209	-1029.013	-737.662	1217.410	-951.592	-318.514	1298.446	-887.049
221	2.20000	-936.582	1279.768	-1001.293	-927.031	1267.415	-912.243	-733.235	1274.493	-1028.903	-737.526	1216.632	-951.485	-318.603	1298.376	-886.959
222	2.21000	-936.592	1278.425	-1001.086	-927.000	1266.206	-912.024	-733.222	1273.713	-1028.732	-737.379	1215.879	-951.318	-318.680	1298.287	-886.846
223	2.22000	-936.602	1276.927	-1000.891	-926.922	1264.811	-911.801	-733.236	1272.810	-1028.550	-737.219	1214.917	-951.141	-318.744	1298.217	-886.745
224	2.23000	-936.624	1275.304	-1000.644	-926.846	1263.302	-911.543	-733.214	1271.848	-1028.336	-737.012	1213.983	-950.882	-318.812	1298.108	-886.657
225	2.24000	-936.626	1273.571	-1000.342	-926.798	1261.690	-911.264	-733.201	1270.771	-1028.137	-736.788	1212.936	-950.662	-318.875	1298.035	-886.550
226	2.25000	-936.629	1271.674	-1000.043	-926.684	1259.897	-910.969	-733.175	1269.595	-1027.877	-736.560	1211.752	-950.410	-318.956	1297.896	-886.508
227	2.26000	-936.621	1269.603	-999.701	-926.599	1257.968	-910.617	-733.168	1268.329	-1027.626	-736.304	1210.519	-950.063	-319.020	1297.799	-886.424
228	2.27000	-936.623	1267.411	-999.359	-926.476	1255.932	-910.247	-733.139	1266.958	-1027.343	-735.996	1209.209	-949.734	-319.113	1297.686	-886.309
229	2.28000	-936.623	1264.982	-998.959	-926.298	1253.751	-909.843	-733.090	1265.470	-1027.037	-735.664	1207.776	-949.379	-319.189	1297.563	-886.202
230	2.29000	-936.595	1262.479	-998.598	-926.111	1251.463	-909.410	-733.039	1263.896	-1026.723	-735.303	1206.271	-949.038	-319.243	1297.436	-886.104
231	2.30000	-936.746	1259.931	-998.076	-925.891	1249.054	-908.936	-732.956	1262.267	-1026.417	-734.910	1204.642	-948.640	-319.305	1297.326	-885.981
232	2.31000	-936.836	1257.280	-997.536	-925.607	1246.607	-908.439	-732.864	1260.529	-1026.033	-734.494	1202.997	-948.199	-319.340	1297.197	-885.846
233	2.32000	-936.355	1254.023	-997.058	-925.331	1244.056	-907.828	-732.730	1258.699	-1025.628	-734.006	1201.271	-947.692	-319.361	1297.087	-885.707
234	2.33000	-936.189	1250.997	-996.441	-924.984	1241.487	-907.218	-732.600	1256.812	-1025.195	-733.501	1199.477	-947.179	-319.420	1296.967	-885.540
235	2.34000	-935.985	1247.862	-995.770	-924.595	1238.773	-906.511	-732.403	1254.877	-1024.737	-732.967	1197.630	-946.640	-319.520	1296.814	-885.362
236	2.35000	-935.713	1244.598	-995.039	-924.106	1235.947	-905.785	-732.179	1252.893	-1024.263	-732.248	1195.735	-946.062	-319.607	1296.658	-885.166
237	2.36000	-935.389	1241.190	-994.265	-923.600	1233.069	-904.949	-731.890	1250.792	-1023.780	-731.602	1193.826	-945.461	-319.678	1296.498	-884.954
238	2.37000	-935.003	1237.613	-993.442	-923.025	1230.056	-904.098	-731.586	1248.591	-1023.262	-730.785	1191.750	-944.804	-319.716	1296.340	-884.740
239	2.38000	-934.581	1233.913	-992.571	-922.363	1226.922	-903.184	-731.230	1246.374	-1022.757	-729.966	1189.628	-944.169	-319.724	1296.165	-884.530
240	2.39000	-934.092	1230.112	-991.707	-921.731	1223.706	-902.277	-730.826	1244.070	-1022.229	-729.072	1187.418	-943.584	-319.679	1296.003	-884.325
241	2.40000	-933.581	1226.247	-990.823	-921.213	1220.485	-901.164	-730.412	1241.733	-1021.670	-728.193	1185.131	-942.966	-319.597	1295.872	-884.127
242	2.41000	-933.001	1222.303	-989.920	-920.556	1217.016	-899.938	-729.977	1239.323	-1021.104	-727.248	1182.682	-942.431	-319.535	1295.753	-883.883
243	2.42000	-932.311	1218.230	-989.045	-919.702	1213.327	-898.941	-729.254	1236.990	-1020.606	-726.239	1180.146	-941.864	-319.453	1295.614	-883.615
244	2.43000	-931.509	1213.962	-988.172	-918.717	1209.399	-898.107	-728.652	1234.377	-1020.039	-725.104	1177.543	-941.274	-319.378	1295.478	-883.339
245	2.44000	-930.642	1209.484	-987.278	-917.155	1204.990	-897.794	-727.980	1231.597	-1019.473	-723.841	1174.837	-940.656	-319.265	1295.345	-883.051
246	2.45000	-929.666	1204.765	-986.403	-916.019	1200.821	-896.870	-727.212	1228.632	-1018.928	-722.512	1172.012	-940.028	-319.097	1295.203	-882.786
247	2.46000	-928.672	1199.804	-985.486	-914.844	1196.410	-895.985	-726.422	1225.601	-1018.382	-721.093	1169.161	-939.340	-318.905	1295.071	-882.535
248	2.47000	-927.579	1194.633	-984.580	-913.596	1191.804	-895.071	-725.587	1222.500	-1017.752	-719.663	1166.261	-938.553	-318.706	1294.940	-882.276
249	2.48000	-926.409	1189.379	-983.697	-912.379	1187.118	-894.175	-724.725	1219.381	-1017.079	-718.193	1163.337	-937.784	-318.478	1294.813	-881.973
250	2.49000	-925.164	1184.094	-982.835	-911.048	1182.245	-893.280	-723.829	1216.198	-1016.397	-716.683	1160.349	-936.980	-318.247	1294.689	-881.672
251	2.50000	-923.807	1178.761	-981.925	-909.548	1177.254	-892.423	-722.828	1213.033	-1015.696	-715.100	1157.305	-936.194	-318.032	1294.574	-881.376
252	2.51000	-922.288	1173.472	-981.158	-908.047	1172.151	-891.524	-721.780	1209.772	-1015.013	-713.403	1154.202	-935.465	-317.842	1294.462	-881.082
253	2.52000	-920.723	1167.893	-980.269	-906.373	1166.891	-890.644	-720.673	1206.466	-1014.325	-711.618	1151.033	-934.789	-317.661	1294.319	-880.808
254	2.53000	-919.054	1162.120	-979.388	-904.632	1161.465	-889.764	-719.488	1203.052	-1013.617	-709.729	1147.775	-934.069	-317.424	1294.168	-880.556
255	2.54000	-917.332	1156.149	-978.491	-902.829	1155.834	-888.912	-718.277	1199.606	-1012.925	-707.808	1144.456	-933.280	-317.175	1294.013	-880.290
256	2.55000	-915.515	1150.102	-977.613	-900.935	1150.130	-888.024	-717.038	1196.111	-1012.177	-705.826	1141.103	-932.465	-316.897	1293.844	-880.068
257	2.56000	-913.595	1143.983	-976.714	-899.002	1144.301	-887.093	-715.785	1192.613	-1011.424	-703.797	1137.694	-931.744	-316.633	1293.711	-879.807
258	2.57000	-911.539	1137.727	-975.722	-896.896	1138.317	-886.188	-714.500	1189.145	-1010.641	-701.729	1134.285	-930.973	-316.402	1293.589	-879.526
259	2.58000	-909.386	1131.638	-974.795	-894.675	1132.346	-885.212	-713.101	1185.736	-1009.875	-699.508	1130.883	-930.320	-316.308	1293.483	-879.233
260	2.59000	-907.090	1125.568	-973.808	-892.269	1126.403	-884.198	-711.616	1182.292	-1009.082	-697.210	1127.511	-929.686	-316.207	1293.342	-878.979
261	2.60000	-904.655	1119.434	-972.827	-889.766	1120.522	-883.117	-710.029	1178.759	-1008.377	-694.770	1124.192	-929.047	-316.116	1293.193	-878.728
262	2.61000	-902.119	1113.199	-971.828	-887.139	1114.616	-882.072	-708.429	1175.240	-1007.672	-692.182	1120.879	-928.247	-316.007	1293.018	-878.516
263	2.62000	-899.458	1106.795	-970.753	-884.443	1108.715	-881.083	-706.718	1171.715	-1006.931	-689.616	1117.623	-927.533	-315.879	1292.876	-878.295
264	2.63000	-896.894	1100.613	-969.753	-881.680	1102.746	-880.083	-705.098	1168.139	-1006.130	-687.051	1114.458	-926.839	-315.709	1292.722	-878.088
265	2.64000	-894.261	1094.475	-968.767	-878.937	1096.836	-879.093	-703.453	1164.688	-1005.359	-684.541	1111.124	-926.322	-315.524	1292.564	-877.885
266	2.65000	-891.587	1088.452	-967.763	-876.094	1090.845	-878.107	-701.778	1161.263	-1004.589	-681.989	1107.720	-925.766	-315.306	1292.402	-877.668
267	2.66000	-888.762	1082.523	-966.784	-873.150	1084.928	-877.146	-700.082	1157.824	-1003.794	-679.383	1104.280	-925.185	-315.136	1292.255	-877.462
268	2.67000	-885.800	1076.513	-965.784	-870.043	1079.023	-876.177	-698.273	1154.302	-1003.059	-676.729	1100.782	-924.767	-314.976	1292.085	-877.244
269	2.68000	-882.676	1070.463	-964.801	-866.796	1073.055	-875.219	-696.296	1150.703	-1002.366	-673.928	1097.364	-924.159	-314.781	1291.913	-877.010
270	2.69000	-879.354	1064.239	-963.808	-863.365	1067.135	-874.272	-694.191	1147.025	-1001.783	-671.006	1094.084	-923.282	-314.583	1291.715	-876.799
271	2.70000	-875.913	1057.964	-962.874	-859.808	1061.200	-873.374	-691.994	1143.336	-1001.237	-667.993	1090.772	-922.620	-314.379	1291.518	-876.569
272	2.71000	-872.423	1051.658	-961.971	-856.179	1055.234	-872.512	-689.742	1139.718	-1000.720	-664.682	1087.145	-922.737	-314.152	1291.332	-876.320
273	2.72000	-868.928	1045.464	-961.115	-852.528	1049.239	-871.727	-687.518	1136.096	-1000.189	-661.473	1083.555	-922.653	-313.885	1291.154	-876.061
274	2.73000	-865.456	1039.395	-960.304	-848.829	1043.233	-870.971	-685.262	1132.577	-999.673	-658.320	1079.950	-922.562	-313.560	1290.970	-875.763
275	2.74000	-861.887	1033.473	-959.550	-844.910	1037.104	-870.265	-683.052	1129.102	-999.129	-655.195	1076.353	-922.475	-313.231	1290.776	-875.476
276	2.75000	-858.230	1027.559	-958.813	-840.933	1030.997	-869.590	-680.802	1125.685	-998.613	-651.986	1072.749	-922.507	-312.944	1290.584	-875.216
277	2.76000	-854.464	1021.637	-958.099	-836.677	1024.730	-868.962	-678.517	1122.284	-998.153	-648.649	1069.088	-922.666	-312.694	1290.405	-874.965
278	2.77000	-850.501	1015.632	-957.384	-832.274	1018.398	-868.350	-676.109	1118.801	-997.781	-645.218	1065.468	-922.889	-312.420	1290.198	-874.735
279	2.78000	-846.357	1009.521	-956.685	-827.680	1011.826	-868.048	-673.597	1115.288	-997.495	-641.635	1061.802	-923.293	-312.160	1289.989	-874.494
280	2.79000	-842.070	1003.296	-955.996	-822.819	1005.426	-867.469	-671.014	1111.789	-997.290	-637.878	1058.091	-923.762	-311.924	1289.776	-874.264
281	2.80000	-837.558	997.138	-955.462	-817.797	998.960	-866.993	-668.408	1108.316	-997.128	-633.969	1054.502	-924.327	-311.724	1289.576	-873.975
282	2.81000	-833.046	990.900	-954.872	-812.592	992.419	-866.559	-665.774	1104.898	-996.936	-630.066	1050.868	-925.035	-311.479	1289.363	-873.683
283	2.82000	-828.410	984.765	-954.343	-807.285	985.884	-866.206	-663.097	1101.448	-996.728	-626.039	1047.308	-925.667	-311.273	1289.173	-873.353
284	2.83000	-823.640	978.657	-953.837	-801.789	979.391	-865.928	-660.354	1098.074	-996.522	-622.212	1043.722	-926.835	-311.125	1288.983	-873.034
285	2.84000	-818.656	972.591	-953.389	-796.080	972.832	-865.641	-657.491	1094.754	-996.305	-618.007	1040.326	-927.370	-311.038	1288.757	-872.737
286	2.85000	-813.393	966.428	-952.914	-790.184	966.405	-865.318	-654.510	1091.401	-996.077	-613.676	1037.070	-927.846	-311.003	1288.569	-872.455
287	2.86000	-807.892	960.220	-952.484	-784.033	959.991	-865.100	-651.408	1088.090	-995.926	-609.187	1033.896	-928.439	-310.998	1288.379	-872.187
288	2.87000	-802.125	953.973	-952.086	-777.675	953.640	-864.865	-648.221	1084.979	-995.865	-604.541	1030.819	-929.109	-311.004	1288.207	-871.922
289	2.88000	-796.354	947.785	-951.722	-771.150	947.247	-864.739	-645.069	1081.875	-995.779	-599.896	1027.837	-929.838	-311.044	1288.046	-871.665
290	2.89000	-790.694	941.782	-951.371	-764.590	940.883	-864.655	-642.018	1078.853	-995.639	-595.277	1024.922	-930.657	-311.064	1287.931	-871.413
291	2.90000	-785.201	936.014	-951.033	-758.005	934.540	-864.667	-639.068	1075.867	-995.514	-590.811	1022.021	-931.467	-311.076	1287.828	-871.145
292	2.91000	-779.766	930.446	-950.626	-751.360	928.275	-864.683	-636.256	1072.978	-995.273	-586.446	1019.028	-932.245	-311.070	1287.745	-870.894
293	2.92000	-774.436	925.130	-950.209	-744.655	922.108	-864.712	-633.413	1070.030	-994.918	-582.205	1016.201	-932.827	-311.020	1287.583	-870.667
294	2.93000	-769.151	919.965	-949.715	-737.959	916.140	-864.541	-630.801	1067.352	-994.675	-577.985	1013.367	-933.729	-311.092	1287.499	-870.501
295	2.94000	-763.815	915.037	-949.090	-731.153	910.479	-864.366	-628.211	1064.774	-994.558	-573.645	1010.636	-935.214	-311.169	1287.397	-870.329
296	2.95000	-758.426	910.285	-948.482	-724.124	904.943	-864.192	-625.624	1062.277	-994.449	-569.304	1008.144	-937.474	-311.256	1287.299	-870.195
297	2.96000	-753.032	905.639	-947.817	-716.725	899.429	-864.878	-622.980	1059.905	-994.414	-564.966	1005.772	-939.090	-311.334	1287.206	-870.058
298	2.97000	-747.660	901.272	-947.316	-709.678	894.449	-865.115	-620.207	1057.518	-994.401	-560.569	1003.585	-940.488	-311.394	1287.126	-869.911
299	2.98000	-742.219	897.026	-946.949	-702.841	889.835	-865.446	-617.218	1055.099	-994.423	-556.138	1001.527	-941.695	-311.440	1287.051	-869.752
300	2.99000	-736.609	892.747	-946.763	-696.271	885.611	-865.707	-614.067	1052.687	-994.513	-551.704	999.674	-942.450	-311.469	1287.026	-869.612
301	3.00000	-730.845	888.443	-946.750	-689.936	881.698	-865.918	-610.794	1050.266	-994.628	-547.308	998.015	-943.047	-311.496	1286.980	-869.467
302	3.01000	-724.890	884.146	-946.842	-683.854	878.152	-866.018	-607.427	1047.963	-994.791	-542.996	996.503	-943.416	-311.555	1286.976	-869.342
303	3.02000	-718.802	879.938	-947.029	-677.843	874.825	-866.068	-604.006	1045.670	-994.961	-538.727	995.144	-943.620	-311.613	1286.995	-869.252
304	3.03000	-712.611	875.864	-947.253	-672.019	871.832	-866.022	-600.457	1043.452	-995.164	-534.494	993.954	-943.673	-311.687	1287.012	-869.168
